Channel	Time
4	816486
1	816511
1	817156
4	817159
4	818472
1	818476
4	819823
1	819831
4	819981
1	819987
1	820443
4	820443
4	821243
1	821273
4	821533
1	821541
1	823874
4	823874
1	831387
4	831399
4	831402
1	831405
4	831626
1	831639
1	833727
4	833727
4	834260
1	834275
4	840372
1	840389
4	841719
1	841727
4	842857
1	842860
4	845245
1	845258
4	846072
1	846076
4	850336
1	850364
4	854703
1	854717
4	857549
1	857550
4	858241
1	858252
4	863746
1	863752
4	867995
1	868002
1	872851
4	872855
4	876627
1	876653
1	878177
4	878178
4	880749
1	880760
4	881978
1	881984
4	885727
1	885730
4	889529
1	889536
4	896111
1	896113
4	896370
1	896402
4	897359
1	897374
1	899965
4	899966
4	900630
1	900644
4	900992
1	900997
4	903153
1	903161
4	904018
1	904030
4	909633
1	909640
1	910192
4	910197
4	911325
1	911344
4	914885
1	914899
1	915374
4	915378
4	917245
1	917258
4	922104
1	922119
4	924569
1	924590
4	925859
1	925870
4	926051
1	926063
4	927933
1	927947
4	929051
1	929065
4	930267
1	930271
1	933771
4	933771
4	935032
1	935043
4	938049
1	938050
4	938784
1	938795
4	940115
1	940125
4	941925
1	941943
4	942661
1	942674
4	946795
1	946802
4	946956
1	946957
4	948228
1	948248
1	949094
4	949098
4	956006
1	956026
4	957505
1	957522
1	963225
4	963229
1	965281
4	965283
4	966525
1	966543
4	968895
1	968905
4	969031
1	969035
4	970265
1	970280
4	972312
1	972321
4	972335
1	972336
4	974535
1	974542
4	975711
1	975720
4	976912
1	976920
4	984784
1	984791
4	986850
1	986859
4	987922
1	987928
4	988704
1	988710
4	990312
1	990332
4	991227
1	991228
4	993949
1	993966
4	993977
1	993992
1	995890
4	995890
4	999816
1	999838
4	1001552
1	1001567
4	1005183
1	1005201
1	1006592
4	1006600
4	1007192
1	1007205
4	1009005
1	1009017
1	1009702
4	1009709
4	1016346
1	1016348
1	1021733
4	1021748
4	1021916
1	1021927
4	1022937
1	1022939
1	1024504
4	1024508
4	1027113
1	1027119
4	1027587
1	1027605
4	1028134
1	1028138
4	1028337
1	1028341
4	1029152
1	1029170
4	1030443
1	1030456
4	1038396
1	1038410
4	1040642
1	1040649
4	1042980
1	1042986
1	1045019
4	1045026
4	1048698
1	1048702
4	1048799
1	1048808
4	1051663
1	1051668
4	1053333
1	1053348
4	1055626
1	1055644
4	1056867
1	1056889
4	1057664
1	1057672
4	1059124
1	1059129
4	1060718
1	1060724
4	1061277
1	1061293
4	1061922
1	1061928
4	1062400
1	1062411
4	1067012
1	1067025
4	1067317
1	1067337
4	1067705
1	1067713
4	1071251
1	1071262
4	1071819
1	1071831
4	1075359
1	1075366
1	1075520
4	1075531
1	1077014
4	1077014
4	1084655
1	1084678
4	1086378
1	1086395
4	1091813
1	1091832
4	1092046
1	1092054
4	1092871
1	1092885
4	1093754
1	1093772
4	1096391
1	1096398
4	1099207
1	1099223
4	1101782
1	1101789
4	1103700
1	1103715
4	1105201
1	1105212
4	1107420
1	1107437
4	1112495
1	1112510
1	1113831
4	1113831
4	1117487
1	1117498
4	1118839
1	1118852
4	1120092
1	1120115
4	1121480
1	1121485
4	1123019
1	1123022
4	1123823
1	1123840
4	1124024
1	1124053
4	1124287
1	1124288
4	1125111
1	1125125
4	1126686
1	1126697
4	1127607
1	1127609
4	1129188
1	1129197
4	1129508
1	1129521
4	1134198
1	1134222
1	1134714
4	1134724
4	1137245
1	1137251
1	1138475
4	1138477
4	1148491
1	1148494
4	1154448
1	1154464
4	1157381
1	1157389
4	1158662
1	1158663
4	1158765
1	1158768
4	1160017
1	1160026
4	1160172
1	1160185
4	1164933
1	1164960
4	1166439
1	1166447
4	1167470
1	1167482
1	1167644
4	1167645
4	1171108
1	1171110
4	1172161
1	1172181
4	1173454
1	1173463
4	1174667
1	1174669
1	1175015
4	1175018
1	1176876
4	1176878
4	1178713
1	1178730
1	1183418
4	1183423
4	1183735
1	1183747
4	1183962
1	1183970
4	1189339
1	1189344
4	1189845
1	1189879
1	1191764
4	1191765
4	1193552
1	1193557
4	1197489
1	1197506
4	1205742
1	1205750
4	1206537
1	1206547
4	1206573
1	1206582
1	1209491
4	1209500
4	1210008
1	1210020
4	1210882
1	1210897
4	1216869
1	1216879
1	1218371
4	1218374
4	1218602
1	1218606
4	1219402
1	1219405
4	1220229
1	1220238
4	1223515
1	1223531
4	1225964
1	1225974
4	1226037
1	1226059
4	1226264
1	1226276
4	1228709
1	1228716
4	1229725
1	1229734
4	1230414
1	1230430
4	1231656
1	1231672
4	1233147
1	1233162
4	1235276
1	1235283
4	1246136
1	1246137
1	1248232
4	1248234
4	1248519
1	1248540
4	1250066
1	1250078
4	1250505
1	1250513
4	1251351
1	1251357
4	1254043
1	1254050
4	1254778
1	1254790
4	1254836
1	1254854
4	1255208
1	1255216
4	1255777
1	1255790
4	1257520
1	1257532
4	1258875
1	1258884
4	1259926
1	1259936
4	1263288
1	1263315
4	1264557
1	1264567
4	1272065
1	1272077
4	1273362
1	1273375
4	1278975
1	1278991
1	1283691
4	1283695
4	1283768
1	1283772
4	1285600
1	1285606
4	1287184
1	1287201
4	1288191
1	1288198
1	1291070
4	1291078
4	1292415
1	1292424
4	1297283
1	1297293
1	1300965
4	1300965
4	1301071
1	1301077
4	1301473
1	1301484
4	1304955
1	1304974
4	1307516
1	1307526
4	1310603
1	1310622
4	1313657
1	1313671
4	1314893
1	1314894
1	1315829
4	1315829
4	1317374
1	1317381
4	1322949
1	1322952
4	1323391
1	1323404
4	1323947
1	1323966
4	1325097
1	1325113
4	1326892
1	1326893
4	1327170
1	1327185
4	1329016
1	1329033
1	1333180
4	1333183
4	1333328
1	1333351
4	1337445
1	1337453
4	1342761
1	1342767
4	1344869
1	1344875
1	1349759
4	1349759
4	1352092
1	1352108
4	1354761
1	1354778
4	1358085
1	1358099
4	1358935
1	1358948
4	1360050
1	1360072
4	1360638
1	1360651
4	1361721
1	1361726
4	1362201
1	1362206
4	1366930
1	1366950
4	1370269
1	1370272
4	1372727
1	1372728
4	1375153
1	1375158
4	1378121
1	1378134
1	1379588
4	1379599
4	1382425
1	1382442
4	1389289
1	1389306
4	1396890
1	1396894
4	1398173
1	1398181
4	1398819
1	1398840
1	1399041
4	1399043
4	1399085
1	1399094
4	1402109
1	1402124
4	1403047
1	1403058
4	1405550
1	1405564
4	1406482
1	1406497
4	1407370
1	1407375
4	1408338
1	1408340
4	1410073
1	1410084
4	1417437
1	1417444
4	1420749
1	1420762
4	1423908
1	1423929
4	1424469
1	1424485
4	1428554
1	1428568
4	1430668
1	1430690
4	1434023
1	1434031
4	1435875
1	1435904
4	1437239
1	1437255
1	1438136
4	1438142
4	1440619
1	1440637
4	1441294
1	1441311
4	1441518
1	1441531
4	1442316
1	1442326
4	1444640
1	1444641
4	1446574
1	1446588
4	1463025
1	1463037
4	1463603
1	1463626
4	1464330
1	1464339
4	1466655
1	1466683
4	1467586
1	1467603
4	1469257
1	1469269
4	1469355
1	1469361
1	1473301
4	1473301
4	1473355
1	1473368
4	1473756
1	1473758
4	1473999
1	1474007
4	1478069
1	1478073
1	1478378
4	1478380
4	1478921
1	1478929
4	1479371
1	1479391
4	1482027
1	1482047
4	1482869
1	1482880
1	1490936
4	1490937
4	1494998
1	1495016
4	1495311
1	1495324
4	1495519
1	1495522
1	1495915
4	1495917
4	1497138
1	1497154
4	1500377
1	1500381
4	1503488
1	1503494
4	1508194
1	1508208
4	1508712
1	1508726
4	1513892
1	1513897
4	1514660
1	1514671
4	1521314
1	1521337
4	1526136
1	1526162
4	1527009
1	1527022
4	1528440
1	1528450
4	1528871
1	1528879
4	1529910
1	1529923
4	1535805
1	1535815
4	1536969
1	1536994
4	1537012
1	1537015
4	1542527
1	1542558
4	1547912
1	1547918
4	1549061
1	1549068
4	1550238
1	1550255
4	1550307
1	1550311
4	1551413
1	1551421
1	1552418
4	1552418
4	1552565
1	1552578
4	1552786
1	1552806
4	1553164
1	1553181
4	1555415
1	1555432
4	1556446
1	1556458
4	1556783
1	1556792
4	1557584
1	1557589
4	1561512
1	1561520
4	1563079
1	1563106
4	1563731
1	1563749
4	1567979
1	1567999
4	1579589
1	1579597
1	1588378
4	1588382
4	1590830
1	1590844
1	1592081
4	1592081
4	1592989
1	1593006
4	1593633
1	1593654
4	1594570
1	1594574
1	1596336
4	1596345
4	1597310
1	1597322
4	1598149
1	1598158
4	1601520
1	1601546
4	1604272
1	1604276
4	1604808
1	1604817
1	1605054
4	1605058
4	1605550
1	1605568
4	1608613
1	1608627
4	1608627
1	1608632
4	1609908
1	1609923
4	1610069
1	1610083
4	1613605
1	1613616
4	1615525
1	1615527
4	1619387
1	1619396
4	1619774
1	1619781
4	1620188
1	1620199
4	1623442
1	1623451
4	1624980
1	1624986
4	1628319
1	1628337
4	1629122
1	1629123
4	1640450
1	1640465
1	1641921
4	1641923
4	1643448
1	1643471
4	1643650
1	1643656
4	1648233
1	1648245
4	1648930
1	1648934
4	1649086
1	1649098
4	1649366
1	1649369
4	1650041
1	1650044
4	1652569
1	1652583
1	1655720
4	1655721
4	1656987
1	1656999
4	1657511
1	1657524
4	1657751
1	1657761
1	1658028
4	1658035
1	1659080
4	1659084
4	1661697
1	1661728
4	1663332
1	1663337
4	1663340
1	1663353
4	1669748
1	1669752
4	1673360
1	1673374
4	1676857
1	1676862
4	1678714
1	1678722
4	1679084
1	1679097
4	1679416
1	1679431
4	1680422
1	1680433
4	1692987
1	1692994
1	1694678
4	1694680
4	1696034
1	1696046
4	1697760
1	1697770
4	1699326
1	1699334
4	1699648
1	1699660
4	1699970
1	1699982
4	1702218
1	1702236
1	1712012
4	1712018
4	1712140
1	1712145
4	1714191
1	1714196
4	1718424
1	1718448
4	1719210
1	1719218
4	1720438
1	1720450
4	1724478
1	1724492
4	1730738
1	1730742
4	1732012
1	1732039
4	1736281
1	1736307
4	1736929
1	1736930
4	1739244
1	1739249
4	1739962
1	1739969
4	1740658
1	1740676
4	1741178
1	1741197
4	1741554
1	1741556
4	1744747
1	1744767
4	1750705
1	1750712
4	1751340
1	1751352
4	1755527
1	1755541
4	1755562
1	1755575
4	1760710
1	1760714
4	1760777
1	1760793
1	1762579
4	1762579
4	1763604
1	1763606
4	1764201
1	1764217
4	1764565
1	1764583
4	1764966
1	1764983
4	1768441
1	1768452
4	1769374
1	1769383
4	1772024
1	1772027
4	1772907
1	1772921
4	1777372
1	1777379
4	1780463
1	1780466
4	1781282
1	1781292
4	1781551
1	1781581
4	1783226
1	1783243
1	1783551
4	1783552
4	1785981
1	1785989
4	1788490
1	1788496
1	1790000
4	1790001
4	1791478
1	1791482
4	1793784
1	1793814
4	1797420
1	1797423
4	1798394
1	1798398
4	1804733
1	1804741
4	1806578
1	1806590
1	1807322
4	1807322
4	1808271
1	1808276
4	1810151
1	1810158
4	1810370
1	1810371
4	1815372
1	1815391
4	1815394
1	1815426
4	1816151
1	1816176
4	1820500
1	1820513
4	1822611
1	1822630
4	1824063
1	1824078
4	1826650
1	1826661
4	1827048
1	1827073
4	1828796
1	1828817
4	1832907
1	1832922
4	1836525
1	1836529
4	1836761
1	1836768
4	1837396
1	1837413
4	1837549
1	1837568
4	1843534
1	1843549
1	1843606
4	1843614
4	1844504
1	1844520
4	1845341
1	1845347
4	1849936
1	1849945
4	1850395
1	1850422
4	1853882
1	1853884
1	1857295
4	1857300
4	1857835
1	1857856
4	1860097
1	1860101
4	1864731
1	1864749
4	1865126
1	1865147
4	1865404
1	1865419
1	1871420
4	1871420
4	1872903
1	1872914
4	1872921
1	1872926
4	1876271
1	1876290
1	1876458
4	1876458
4	1876578
1	1876594
4	1880926
1	1880947
4	1883487
1	1883496
4	1885073
1	1885081
4	1887491
1	1887504
4	1889228
1	1889231
1	1893261
4	1893262
4	1893593
1	1893623
1	1899515
4	1899519
4	1900673
1	1900681
4	1902342
1	1902352
4	1904252
1	1904268
4	1908428
1	1908445
4	1910013
1	1910021
4	1914920
1	1914932
4	1915614
1	1915623
4	1920237
1	1920246
4	1920546
1	1920550
4	1920596
1	1920611
4	1920988
1	1921001
4	1924504
1	1924512
1	1928334
4	1928334
4	1929032
1	1929043
4	1929282
1	1929283
4	1930485
1	1930492
4	1932396
1	1932409
4	1934701
1	1934710
4	1936089
1	1936094
4	1936231
1	1936242
4	1936677
1	1936689
4	1942184
1	1942198
1	1942257
4	1942263
4	1950073
1	1950086
4	1952484
1	1952502
4	1953756
1	1953768
4	1954855
1	1954857
4	1955570
1	1955587
1	1956921
4	1956930
4	1964570
1	1964574
4	1967976
1	1967991
4	1970144
1	1970171
4	1973368
1	1973370
4	1975330
1	1975337
4	1975626
1	1975638
4	1977663
1	1977687
4	1980144
1	1980165
4	1981667
1	1981683
4	1982739
1	1982772
4	1988561
1	1988571
4	1992771
1	1992792
1	1993411
4	1993415
4	1994505
1	1994506
4	1998301
1	1998313
4	1999622
1	1999626
4	2002773
1	2002790
4	2006038
1	2006053
4	2007643
1	2007652
4	2007730
1	2007746
4	2012085
1	2012104
4	2012114
1	2012118
4	2012354
1	2012373
4	2013220
1	2013224
4	2017549
1	2017550
2	2022432
3	2022435
2	2024390
3	2024406
2	2026521
3	2026537
3	2030874
2	2030875
2	2031484
3	2031488
2	2034549
3	2034557
3	2035840
2	2035840
3	2036023
2	2036025
2	2037964
3	2037966
3	2038186
2	2038189
2	2038985
3	2038998
2	2039910
3	2039916
2	2041788
3	2041798
2	2044431
3	2044438
3	2044440
2	2044442
2	2045182
3	2045191
2	2045997
3	2046009
2	2047470
3	2047472
2	2048840
3	2048841
2	2049525
3	2049530
3	2051643
2	2051648
3	2052701
2	2052701
2	2054343
3	2054345
3	2054701
2	2054708
2	2056568
3	2056582
3	2058878
2	2058893
3	2060123
2	2060125
3	2062468
2	2062488
3	2063828
2	2063828
2	2064312
3	2064329
3	2068281
2	2068292
3	2069696
2	2069711
3	2070149
2	2070155
3	2074276
2	2074282
2	2074795
3	2074797
2	2076381
3	2076384
2	2078296
3	2078299
3	2078376
2	2078380
2	2078515
3	2078517
2	2079714
3	2079719
3	2080438
2	2080450
2	2088924
3	2088925
3	2090287
2	2090288
3	2092439
2	2092444
2	2093754
3	2093758
2	2097231
3	2097236
3	2100289
2	2100296
2	2100956
3	2100958
3	2102935
2	2102936
3	2107211
2	2107218
2	2114410
3	2114421
3	2115848
2	2115854
3	2118622
2	2118627
3	2119417
2	2119421
3	2121010
2	2121012
2	2131297
3	2131322
3	2134345
2	2134371
2	2134877
3	2134892
2	2143059
3	2143060
2	2143208
3	2143218
3	2146613
2	2146614
2	2146718
3	2146736
2	2147509
3	2147519
2	2148083
3	2148101
3	2148653
2	2148662
3	2151167
2	2151182
2	2152244
3	2152257
2	2154277
3	2154284
2	2156441
3	2156451
3	2159222
2	2159225
2	2159225
3	2159234
3	2162105
2	2162116
3	2164942
2	2164946
2	2169825
3	2169830
2	2170363
3	2170367
2	2172698
3	2172712
3	2174410
2	2174414
3	2175018
2	2175025
3	2175634
2	2175640
3	2176947
2	2176968
3	2177006
2	2177014
3	2177941
2	2177943
3	2181082
2	2181083
2	2181607
3	2181619
3	2182103
2	2182114
3	2187221
2	2187233
2	2189379
3	2189390
3	2191383
2	2191389
3	2192822
2	2192822
2	2192974
3	2192990
3	2193026
2	2193042
3	2193107
2	2193107
2	2193109
3	2193121
3	2193849
2	2193853
2	2193882
3	2193899
3	2195313
2	2195316
3	2197879
2	2197879
3	2203005
2	2203010
3	2204635
2	2204640
2	2205922
3	2205935
3	2206067
2	2206077
3	2209256
2	2209268
2	2210818
3	2210829
3	2222651
2	2222654
2	2223258
3	2223259
2	2223452
3	2223461
3	2223473
2	2223473
2	2223984
3	2223996
3	2225374
2	2225375
3	2227419
2	2227425
2	2227603
3	2227605
3	2227866
2	2227873
2	2228130
3	2228132
2	2229944
3	2229946
2	2231500
3	2231501
3	2239326
2	2239327
2	2245846
3	2245851
3	2250481
2	2250489
3	2251587
2	2251590
3	2253039
2	2253051
3	2258860
2	2258861
3	2261147
2	2261156
3	2263843
2	2263852
2	2264307
3	2264319
3	2265228
2	2265234
3	2271924
2	2271935
2	2272702
3	2272703
2	2273991
3	2274005
2	2275261
3	2275263
2	2280512
3	2280521
2	2283012
3	2283017
2	2285956
3	2285967
2	2288435
3	2288442
2	2288579
3	2288580
2	2295263
3	2295268
3	2300430
2	2300439
2	2301986
3	2301992
2	2307754
3	2307764
3	2316591
2	2316592
2	2316840
3	2316861
3	2318162
2	2318168
3	2318254
2	2318262
3	2318963
2	2318968
3	2321178
2	2321188
3	2322155
2	2322158
2	2322552
3	2322563
3	2323696
2	2323699
2	2324463
3	2324471
3	2324862
2	2324865
2	2326027
3	2326049
3	2328691
2	2328694
3	2331524
2	2331526
3	2338419
2	2338428
3	2344171
2	2344180
3	2352664
2	2352678
3	2356540
2	2356547
2	2359448
3	2359453
3	2360875
2	2360884
2	2363287
3	2363300
3	2365870
2	2365874
3	2366258
2	2366263
2	2366376
3	2366378
2	2368913
3	2368921
2	2369179
3	2369184
2	2373690
3	2373694
2	2374204
3	2374214
2	2380195
3	2380197
2	2380239
3	2380241
2	2381599
3	2381601
2	2383638
3	2383646
3	2386935
2	2386935
3	2387706
2	2387719
2	2389055
3	2389076
2	2391563
3	2391576
2	2393846
3	2393847
3	2394495
2	2394507
3	2399143
2	2399148
2	2400838
3	2400842
2	2403830
3	2403847
3	2404096
2	2404100
2	2404515
3	2404525
2	2414549
3	2414561
3	2419263
2	2419267
2	2420082
3	2420087
2	2420361
3	2420365
3	2421518
2	2421528
2	2422271
3	2422285
2	2427615
3	2427625
3	2428904
2	2428905
2	2432722
3	2432730
2	2433718
3	2433727
2	2437359
3	2437363
2	2438174
3	2438181
2	2439602
3	2439606
2	2439850
3	2439856
2	2443225
3	2443235
3	2448601
2	2448611
3	2451284
2	2451287
2	2453454
3	2453467
2	2454314
3	2454316
3	2455229
2	2455230
2	2456125
3	2456144
3	2456214
2	2456220
2	2456222
3	2456229
2	2461423
3	2461447
3	2462542
2	2462550
2	2464729
3	2464742
2	2465813
3	2465818
2	2471315
3	2471334
3	2475034
2	2475046
2	2477755
3	2477758
3	2478436
2	2478451
3	2479347
2	2479366
2	2482327
3	2482332
2	2486056
3	2486059
2	2487248
3	2487250
3	2491608
2	2491624
2	2494515
3	2494523
2	2495014
3	2495016
3	2496024
3	2496025
2	2496029
2	2496032
2	2496588
3	2496601
2	2497060
3	2497067
3	2499173
2	2499189
2	2506441
3	2506443
2	2506656
3	2506665
2	2507505
3	2507511
3	2510028
2	2510038
2	2513341
3	2513349
2	2515070
3	2515075
3	2516851
2	2516851
3	2519979
2	2519983
3	2520875
2	2520899
3	2522649
2	2522649
3	2525778
2	2525787
2	2528216
3	2528217
2	2529072
3	2529083
2	2529700
3	2529708
2	2533630
3	2533644
2	2537463
3	2537471
2	2540816
3	2540829
3	2542822
2	2542828
2	2543948
3	2543960
2	2545672
3	2545674
3	2546745
2	2546759
3	2550191
2	2550194
2	2551684
3	2551687
2	2552817
3	2552824
3	2554798
2	2554810
2	2554925
3	2554933
3	2556366
2	2556372
2	2556948
3	2556965
2	2559074
3	2559089
3	2567515
2	2567520
2	2572616
3	2572631
3	2573777
2	2573791
3	2574355
2	2574368
3	2576383
2	2576386
2	2577852
3	2577862
2	2578626
3	2578630
2	2581609
3	2581610
3	2583828
2	2583834
2	2584474
3	2584476
3	2585032
2	2585034
3	2585955
2	2585966
2	2587119
3	2587123
3	2596929
2	2596929
2	2598519
3	2598521
3	2601389
2	2601397
2	2603706
3	2603711
2	2606181
3	2606182
3	2606430
2	2606440
3	2607888
2	2607900
2	2610927
3	2610938
2	2611177
3	2611182
3	2611936
2	2611943
3	2616853
2	2616856
3	2623020
2	2623020
3	2623448
2	2623448
2	2627893
3	2627897
2	2629093
3	2629095
3	2640266
2	2640277
3	2649505
2	2649520
3	2655841
2	2655842
3	2659559
